No.,名　言,リ　ン　ク,,,,,,,,,,,,,,,,,,,,,
120,「お前らが面倒くさいからメリットないって言われただけで」,https://www.twitch.tv/alfrea/clip/VastSecretiveMageSwiftRage-mahLZQfQ5UswUNBL?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
121,「リスナーはゴミ」,https://clips.twitch.tv/BoxyObservantAyeayeRickroll-4xPUlSE8eEHflSmQ,,,,,,,,,,,,,,,,,,,,,
122,「Zerostって書いてあるの嫌だな、ついてこないでほしい」,https://clips.twitch.tv/EagerVictoriousSpaghettiHeyGuys-MjLBfxUezv9QX3nm,,,,,,,,,,,,,,,,,,,,,
123,「存在しない昔話してた？おじいちゃんやめてよね」,https://www.twitch.tv/alfrea/clip/FragileHedonisticPelicanPeoplesChamp-N782eKrFC2_RMfKy?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
124,「こいつらなんで寝ないんだよ」,https://www.twitch.tv/alfrea/clip/GiantChillyPineappleKeepo-aZytXV5_Lev1Ip94?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
125,「うるせぇな！黙ってろよな」,https://clips.twitch.tv/CuteComfortableEelNononoCat-CwnFBApv8KgoBDKp,,,,,,,,,,,,,,,,,,,,,
126,「余計な心配するなよクソババアって事だよね。うるせぇなぁ、つって。要するに」,https://clips.twitch.tv/SassySolidYogurtDancingBanana-mekdN9-5JxQCGOUO,,,,,,,,,,,,,,,,,,,,,
127,「え？ULT返されてフラッシュアウトされて追っかけて相手が寄ってきて死ぬ、普通に。見ればわかるでしょ」,https://www.twitch.tv/alfrea/clip/JollyBlindingPidgeonRaccAttack-pj6RzEGUsk7SmC5j?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
128,「グラガスでE→Fできないやつは何やってもできない」,https://clips.twitch.tv/DeliciousPlumpTurnipDatBoi-W6RWD2Gx4mAe0-V_,,,,,,,,,,,,,,,,,,,,,
129,「違うよ、なんで？なんでそうなる？そんなワケのわからんゲームないけど。リスナーってホントに突拍子のないことを考えるよね。俺には想像つかないもん、そんなことワケのわからん事」,https://www.twitch.tv/alfrea/clip/BadScaryJayWOOP-WyA0pZm6AHiG38-a?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
130,「こんなに豪華なsoloQがあってもな、楽しくしゃべれるのは増永国防大臣についての話なんだよな。お前らは終わってるよ」,https://clips.twitch.tv/TrappedSuperEchidnaAsianGlow-ZBwtGgEcDRTXbm6U,,,,,,,,,,,,,,,,,,,,,
131,「今はかなりRiotパートナーと言っても良いんじゃないかっていう感じがする雰囲気があるんだけど…俺、しゃる3ゆうてsoloQに1週間くらい漬けておいたら、だいぶ過去に戻れると思うんだよね」,https://www.twitch.tv/alfrea/clip/ArbitraryColdbloodedManateeMcaT-x9yd8qAz-wafgCZH?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
132,「人間作るのムズいな」,https://clips.twitch.tv/CharmingSuccessfulWebPogChamp-1Bxu8uA3SK2U32d8,,,,,,,,,,,,,,,,,,,,,
133,「マジねぇ、光をナメてる」,https://clips.twitch.tv/GoodDeliciousCheetahPeteZaroll-IhZJ9793Xk3rVLjI,,,,,,,,,,,,,,,,,,,,,
134,「マナきついって言ってる人達は基本的にLeague of Legendsが下手くそなんだよね。マナきつい勢はホントに…相手にはしてられないんだけど。League of Legendsチャンピオン、マナが足りるように設計されてるから」,https://clips.twitch.tv/CaringStrongBeeAllenHuhu-QKALt8LTs60wIxFf,,,,,,,,,,,,,,,,,,,,,
135,「猫好きはコレだからホントに。やっぱダメだ」,https://www.twitch.tv/alfrea/clip/EnjoyableSuperSnailWutFace-wbRtRQU-py3MGO5k?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
136,「解説の”賞味期限”とかいう表現嫌いだなマジで。やめてほしい、リスナーが真似するから。教育に悪いわ」,https://clips.twitch.tv/AverageEagerBurritoBleedPurple-PgSmc_AL4PsRJtgN,,,,,,,,,,,,,,,,,,,,,
137,「ふざけてるお前らマジで。LoLを何も見てない！マジで終わってる」,https://clips.twitch.tv/ZanyPlumpParrotDuDudu--jKDxXvMdG1D-qcF,,,,,,,,,,,,,,,,,,,,,
138,「わかりますか？これが『回復阻害がゴミ』と言う理由です。コア買え馬鹿」,https://clips.twitch.tv/SuccessfulExuberantGoatWOOP-uJO1omyPgBEcuxgH,,,,,,,,,,,,,,,,,,,,,
139,「まあ確かに『選手叩きたくないから、かずーた叩きたい』は確かにわかるわ。それのが良いかもしれない。Qさんも言ってたもんな『選手じゃなくてコーチに来い』って。確かに、ずーたん叩いた方がいい。B/pカス！」,https://www.twitch.tv/alfrea/clip/InexpensiveKathishSpiderStoneLightning-KT5xhzSaVCdkcqrA?filter=clips&range=30d&sort=time,,,,,,,,,,,,,,,,,,,,,
140,「うーん、終わりで良いんじゃないか？」,https://www.twitch.tv/alfrea/clip/DarlingObedientFlyUnSane-kz14DRFgvVG2XHDi?filter=clips&range=30d&sort=time,,,,,,,,,,,,,,,,,,,,,
141,「コメント欄ね、マジね、口開いたらどうでもいい事ばっか喋るヤツがいるからね、しょうがない。うるさい時もある」,https://www.twitch.tv/alfrea/clip/BlightedTenuousSnoodSeemsGood-bu9Sxi5O4R7WmhbD?filter=clips&range=30d&sort=time,,,,,,,,,,,,,,,,,,,,,
142,「俺ね、理解ったよこのゲーム。俺が3人いたら勝てる」,https://clips.twitch.tv/CuriousSuaveEchidnaSSSsss-viahA8r2O_3F3Bd9,,,,,,,,,,,,,,,,,,,,,
143,「ただFakerのライズってサイラスのE当たるんだよな。いやマジでよく見るホントに」,https://www.twitch.tv/alfrea/clip/MistyAmazingRaccoonDuDudu-1hSA2NDvDp7fVveA?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
144,「gengに必要なのメンタルだから。メンタルが弱そうなのが集まってるんだよな。LCKの中で一番メンタルが弱いと思う」,https://www.twitch.tv/alfrea/clip/CorrectInnocentHerdTinyFace-1-Tmm1dwCbw1-4oY?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
145,「AD系のアイテムを提案してる奴らは、雰囲気で会話仕掛けてくる。ここをマッチングアプリだと思ってる。話がつまらん」,https://www.twitch.tv/alfrea/clip/BigWildArtichokeYouDontSay-fQq5HyuZ5wtcmsdp?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
146,「守らないで良いタワーは存在しない」,https://clips.twitch.tv/FantasticBitterEagleFeelsBadMan-A7BkwEuxUdpT3p9i,,,,,,,,,,,,,,,,,,,,,
147,「なんか最大視聴者数が5000人て書いてあって、新規サブスクライバーの数が20人って書いてあってビックリしちゃった。嘘だよなって。おぅジャンプしてみろや。…おぉおぉ、跳ねたら出てくるじゃねぇか」,https://clips.twitch.tv/GeniusDifferentLaptopFrankerZ-mMe_MnJLD9HFypYE,,,,,,,,,,,,,,,,,,,,,
148,「あー怒った。Uber Eatsしてドカ食いしよ。今からドカ食いしたら絶対寝るんだからこんなん」,https://clips.twitch.tv/SmellyKindBulgogiGrammarKing-8QYYN_4ZZFpbzCjE,,,,,,,,,,,,,,,,,,,,,
149,「お前がきっと疫病神だよ」,https://clips.twitch.tv/BoxySuperSwanEagleEye-kS4B2yoKeh1NEOlp,,,,,,,,,,,,,,,,,,,,,
150,「Rainaくんpickどうにかできないの？」,https://www.twitch.tv/alfrea/clip/ManlyRockyLapwingPanicVis-bsJCPv6fvt7LAFvC,,,,,,,,,,,,,,,,,,,,,
151,「それは違う！それは違う。…ほんとか？それマジでほんとじゃない。マジでヤバイ」,https://clips.twitch.tv/GracefulFineEggAMPEnergy-cLnDC5cunx2huX4H,,,,,,,,,,,,,,,,,,,,,
152,「誰がT1のネクサス割られるところ見るんだよ」,https://clips.twitch.tv/ShinyFamousPoxHotPokket-wUWgr52R2z2_yW4J,,,,,,,,,,,,,,,,,,,,,
153,「クリスマス…皆さんご予定は？クリスマスのご予定は？」,https://clips.twitch.tv/HonestAbstemiousAlligatorTheTarFu-21Z0vXo6hHQGjPtk,,,,,,,,,,,,,,,,,,,,,
154,「なんで俺に逆らってくるのかわからないんだけど」,https://www.twitch.tv/alfrea/clip/RealTolerantAlmondCharlieBitMe-CjdevTq0ewLTkwGW?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
155,「なぎさっちが34歳で俺らの平均年齢を上げた。31歳くらいだと思ったのに本人に聞いたら34歳でおぉってなった」,https://www.twitch.tv/alfrea/clip/SarcasticPlainCoffeeDatSheffy-FxK6ANrpcOC1RMzU?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
156,「アーニャって4歳だったんだ」,https://www.twitch.tv/alfrea/clip/HungryNiceMoonFloof-Luvl-k5tuSUDXSFw?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
157,「（Vtuberの神に）誕生日？誕生日って配信開始日？」,https://clips.twitch.tv/PopularImportantPieAsianGlow-k4W_4jf4LKJhlm14,,,,,,,,,,,,,,,,,,,,,
158,「気分悪いな。お疲れ様です(ﾃﾛﾘﾝ)」,https://www.twitch.tv/alfrea/clip/SarcasticWonderfulMacaroniVoHiYo-3pFurhW7dhY95aBd,,,,,,,,,,,,,,,,,,,,,
159,「ふざけんなよお前、なんでゴール前でボール止めてそのまま放置する？LoLだったら今のウィントレードだけど」,https://clips.twitch.tv/PeppyTemperedKangarooCmonBruh-gh5i8XGRsjULSXHl,,,,,,,,,,,,,,,,,,,,,
160,「たかやスペシャル、ナミ禁止で」,https://www.twitch.tv/alfrea/clip/MoistThirstyLardCoolCat-RAayEV--hRP8MBqa?filter=clips&range=7d&sort=time,,,,,,,,,,,,,,,,,,,,,
161,「チャンピオンは、悪くない」,https://clips.twitch.tv/StupidGiftedTarsierPlanking-q94hE4PHUSoZ4yAu,,,,,,,,,,,,,,,,,,,,,
162,「すーごいね、これは……なかなか……ちょっと、あんまし人様には見せられないタイプの料理してるね」,https://clips.twitch.tv/CuriousTentativeGoatDAESuppy-aFZGKPBhRx-8PuYl,,,,,,,,,,,,,,,,,,,,,
163,「あいみょんに寄せてほしい」,https://clips.twitch.tv/HumbleLittleMangoFutureMan-7SgCWFAmzyDqFRiO,,,,,,,,,,,,,,,,,,,,,
164,「ｯﾁもうマージでさぁ…死んでくれ！！あっ死んだわ…」,https://www.twitch.tv/alfrea/clip/SpineyOnerousSaladKappaClaus-zlDYEwv7SEW7DTlp?filter=clips&range=24hr&sort=time,,,,,,,,,,,,,,,,,,,,,
165,「下手くそに合わせろって事でしょ？」,https://www.twitch.tv/alfrea/clip/FaithfulTolerantFalconBrokeBack-shge2LSiTpWnKDB6?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
166,「え、使えな」,https://www.twitch.tv/alfrea/clip/AgileAmusedCaterpillarKevinTurtle-zvdreJWEWC2ss2-Q?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
167,「これ俺のがエンジョイ勢上手いんじゃないか？俺こんな0/3のマオカイなんか作るゲーム作らないぞ。皆で仲良く負けるよそれだったら」,https://www.twitch.tv/alfrea/clip/PleasantSolidDootPraiseIt-aeJMrUc0qycuaUlf?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
168,「弱いコマで強いコマを封じるっていう」,https://www.twitch.tv/alfrea/clip/AnnoyingTangentialMomMingLee-2J42Mx_kJkTBeILN?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
169,「トラップトラップ！下手だねぇ！トラップ」,https://www.twitch.tv/alfrea/clip/ElatedEntertainingCockroachCmonBruh-8hmEgEOctdk1AeL8?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
170,「キモすぎ…キモすぎる。それはちゃんとキモいって」,https://www.twitch.tv/alfrea/clip/OptimisticDistinctCasetteBudBlast-dZXcLr8rO5Ahrf9K?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
171,「カスタム見てたら眠くなった」,https://www.twitch.tv/alfrea/clip/GorgeousCulturedBearTakeNRG-Se3Fh_aE2sbigLH5?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
172,「ペットでもないもんな、キリングマシーンよ」,https://www.twitch.tv/alfrea/clip/SucculentConfidentCheetahAliens-g0hb2xNQo5uDGuhu?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
173,「いやADCが1人で敵のジャングルの中に入っていく方がおかしい」,https://www.twitch.tv/alfrea/clip/ImpartialTentativeLlamaMVGame-QWDtagvZhZgc7zAJ?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
174,「あ～こういう感じか」,https://www.twitch.tv/alfrea/clip/AmericanPiercingHamburgerAMPEnergy-FeETH02gedfKTaAR?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
175,「喜びの涙を流せ」,https://clips.twitch.tv/CorrectSpineyEggplantBrainSlug-WLdOiX0k778GYBgx,,,,,,,,,,,,,,,,,,,,,
176,「触っていいよ、普通に。いや触っていいよ」,https://www.twitch.tv/alfrea/clip/SingleSpotlessYamM4xHeh-7LN04tcb5Fy9az-m?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
177,「いや結構常識だったんで伝え忘れて」,https://www.twitch.tv/alfrea/clip/DifferentResilientLionAMPTropPunch-TUiks4-ow7fxG8HG?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
178,「なんか太くね？」,https://www.twitch.tv/alfrea/clip/HelplessVictoriousEggSeemsGood-Th8JG01XqLU1s0FR?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
179,「勝たなくても良いっていうのはね、やってたらわかるこのゲーム。普通に。味方が勝ちたいんだか勝ちたくないんだか、ホントにわかる」,https://www.twitch.tv/alfrea/clip/PlainEnjoyableFerretBloodTrail-9x0qst5PuwN6iLd1?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
180,「でもこれメレーとレンジですよ」,https://www.twitch.tv/alfrea/clip/CulturedSmilingHummingbirdThisIsSparta-OlOsUo2QBshj7VSe?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
181,「アニビアのくせにロームするから。MID先に折れるんだから、アニビアが。タワー無くなっちゃうからねぇ、地蔵する先無くなっちゃったねぇ。」,https://www.twitch.tv/alfrea/clip/AltruisticBenevolentLyrebirdBleedPurple-yotAp6-_sUbw7obx?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
182,「ん～コレはね、罪です」,https://www.twitch.tv/alfrea/clip/HealthyEnergeticThymeDuDudu-7JPOwOCX6joZESlO?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
183,「誰が怒るんだよ」,https://www.twitch.tv/alfrea/clip/FitConcernedSashimiPeteZarollTie-Ttr7UmiOPCjmpaxL?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
184,「あ、聞こえてたんだアレ」,https://www.twitch.tv/alfrea/clip/BashfulAdorableBeanHeyGuys-apz497iduJQPNOR-?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
185,「この人ポーション買わないな、まざー3だ」,https://www.twitch.tv/alfrea/clip/EvilSmoggySashimiChocolateRain-EhGuEfN8quMqsMeT?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
186,「え？マジぃ！？ちょっとコレよくない」,https://www.twitch.tv/alfrea/clip/InventiveSmokySaladSquadGoals-2K8lalb8JMYQRhT5?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
187,「ﾁｯ はぁ…？なに今のキャノン」,https://www.twitch.tv/alfrea/clip/WimpyStormyEchidnaSpicyBoy-tP_PJ_qJ7OCWsVNd?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
188,「ダメだアイツ使えねぇ。下がろ」,https://www.twitch.tv/alfrea/clip/SmellyDrabEggnogTwitchRaid-Mat46jLW1tavcZQf?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
189,「しね。しねしねしね」,https://www.twitch.tv/alfrea/clip/BashfulFunFungusTriHard-KWfNSpV4eiEEBQyE?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
190,「怒ってるので待ちます」,https://www.twitch.tv/alfrea/clip/AmorphousCourageousMinkAMPEnergy-OmhR58d1sf1tZRUe?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
191,「下手だったから負けた」,https://www.twitch.tv/alfrea/clip/CooperativeSpunkyGuanacoArsonNoSexy-tDQd3e8em4EXKRet?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
192,「最近っていうか、そんなに普段から人を殴ることないけどね。マジで」,https://www.twitch.tv/alfrea/clip/VictoriousPlausibleStorkJebaited-AAqMHLzToHV15ceW?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
193,「勝たなくてもいいなって思いながらLoLをやってるとしか思えない」,https://www.twitch.tv/alfrea/clip/ArtsySingleSmoothiePeoplesChamp-ZYYJbJpRU5gsjr_9?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
194,「たかやスペシャルは操作しないと勝手に負けさすしゲーム、困るんだよな。スタンミは操作しないと動かないし。」,https://www.twitch.tv/alfrea/clip/DifferentPowerfulNigiriFUNgineer-u9GznJVyZDpOdDSe?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
195,「酷すぎマジ」,https://www.twitch.tv/alfrea/clip/DaintyTiredScorpionFutureMan-SDUbWF3mauGeJhjA?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
196,「何言ってんだコイツ」,https://clips.twitch.tv/SpeedyWildBeaverKappaWealth-eeiF-EC9sH1eBU6T,,,,,,,,,,,,,,,,,,,,,
197,"「お前の神経通ってないで口から出た言葉の”嫌い""を俺の配信でたれ流さないで欲しい」",https://www.twitch.tv/alfrea/clip/CrowdedCoyWatercressCclamChamp-bmUR-73BdbIk53j0?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
198,「すでに負けてる状態からドラゴンを獲ろうとする浅ましいプレイがこうなるんだよね」,https://www.twitch.tv/alfrea/clip/BreakableBenevolentGiraffeCurseLit-dM_MyIgnDUOPG99o?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
199,「あいつら歯車の自覚がない」,https://www.twitch.tv/alfrea/clip/SassyDeterminedEggplantWholeWheat-hhGb_bj9jucdf7O-?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
200,「チームバランスは良くなかった。こんなにやらないと試合が成立しない状態を作るのは鬼すぎる」,https://www.twitch.tv/alfrea/clip/TacitCourteousBeefTebowing-mmPb96FB0iRCwWsu?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
201,「おいそのブラスティングワンドを今すぐ売ってストップウォッチ買ってこい！」,https://www.twitch.tv/alfrea/clip/NaiveDeadCasetteMcaT-rIQGGnMHfBQn_64a?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
202,「無理だったね、わかってたはずだよ」,https://www.twitch.tv/alfrea/clip/FrigidIntelligentQuailOSsloth-ytR0JeuvrwcFVhSc?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
203,「あのぅウルトまだでスカ！？下手くそすぎるだろ！どうなってんだよコイツら！！」,https://www.twitch.tv/alfrea/clip/SwissCheerfulLaptopWTRuck-7oVMM8GpgeUF98B0?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
204,「清川さんに用事があるというよりアッシュに用事があった」,https://www.twitch.tv/alfrea/clip/BlightedHotHawkTBCheesePull-dpLn8-o_sqiyUlrd?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
205,「なんだこいつだれぇ！？」,https://www.twitch.tv/alfrea/clip/ReliableIgnorantHarePipeHype-XA3l9-Al2nMWH5ym?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
206,「ポークしようって話なかった？まあいいや…」,https://www.twitch.tv/alfrea/clip/HomelyFitSmoothieItsBoshyTime-VvwgtrsoS_bOJhzD?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
207,「ハッピーふわふわAFKタイム始まったな」,https://www.twitch.tv/alfrea/clip/AmusedImportantKuduSSSsss-imX-xCAzaUOJLNWl?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
208,「前出てやばいな」(のちのチッハーナ・イス),https://www.twitch.tv/alfrea/clip/RoundColorfulOilDxCat-8P8e-idA2vsjTDeK?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
209,「カスのカスタムだからしょうがないんだけど」,https://www.twitch.tv/alfrea/clip/AmazonianZealousDumplingsChefFrank-kO-48u9vHVbTHLxm?filter=clips&range=all&sort=time,,,,,,,,,,,,,,,,,,,,,
